"";"Chrzest ognia";"COVID-19";"Czas pogardy";"Dragon Ball GT";"Dragon Ball Super";"Dragon Ball Z";"Dragon Ball";"Gra o Tron";"Grypa hiszpanka";"Honda Cicic VII";"Honda Civic IX";"Honda Civic VI";"Honda Civic VIII";"Krew elfów";"Nawa³nica mieczy. Krew i z³oto";"Nawa³nica mieczy. Stal i œnieg";"Ptasia grypa";"Starcie Królów";"Œwiñska grypa";"Wie¿a jaskó³ki"
"roshi";0;0;0;0,000467457829917371;0,0058649262732133;0;0,00807960323001094;0;0;0;0;0;0;0;0;0;0;0;0;0
"roshiego";0;0;0;0,000467457829917371;0,00273696559416621;0;0,00605970242250821;0;0;0;0;0;0;0;0;0;0;0;0;0
"roslin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00235180750080521;0,00153935500226476;0;0;0;0
"roœny";0;0;0;0,00113473205632361;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"royce";0;0;0;0;0;0;0;0,00174402314996055;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"royce’a";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozbiæ";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,000722631179977876;0,010136909608023;0
"rozbijaæ";0;0;0,00833333333333333;0,00102476515798463;0,000857142857142857;0;0,0029520295202952;0;0;0;0;0;0;0;0;0;0;0,000528052805280528;0;0
"rozbijaj¹c";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozczarowaæ";0;0;0;0,000567366028161804;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"rozdzia³";0;0;0;0;0,000781990169761773;0,000838531125663666;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozdzielaæ";0;0;0;0;0,000781990169761773;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0,0090627999806828
"rozdzielczy";0;0;0;0;0;0;0;0;0;0,0121682347798072;0;0;0,0057472804409816;0;0;0;0;0;0;0
"rozejm";0,00960338804970599;0;0,0114040233090259;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"rozejrzeæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0,0114945608819632;0;0;0;0;0;0;0
"rozerwaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozes³aæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"rozgrywaæ";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0;0
"rozkaz";0,00463834419258724;0;0;0,000451555284333856;0;0;0,000975592689953773;0,000867520734274421;0;0;0;0;0;0,00114452648907997;0;0,00245028377180234;0;0,00139609567776883;0;0,00437724534730915
"rozkazaæ";0;0;0;0,000467457829917371;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0;0;0,00144526235995575;0;0
"rozkazywaæ";0;0;0;0;0,000496275884047488;0,000532158576644058;0,00128189342742893;0,00205180343188028;0;0;0;0;0;0;0,000614855077580958;0;0;0,00206372149801925;0;0
"rozleg³y";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rozmawiaæ";0;0;0;0,00258680302789028;0,0017309407689483;0;0;0,00397577942729954;0;0;0;0;0;0,00655659382177385;0,000536132096576906;0,00280736454648704;0;0,00379892941039807;0;0
"rozmiar";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"rozmowa";0;0;0;0,0001967554386755;0,0006582874819686;0,00141176849686893;0,000850186784830295;0,00166321486125417;0;0;0;0;0;0,00299221582713;0,00244673223386559;0,00213531620657099;0;0,00197703501185289;0;0
"rozmówca";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"roznosiæ";0;0;0;0;0,000390995084880887;0;0,00201990080750274;0,000359228979415436;0;0;0;0;0;0;0;0;0;0;0;0
"rozpaczaæ";0;0;0;0,000567366028161804;0;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozpadaæ";0;0;0;0,000934915659834742;0,000781990169761773;0,00167706225132733;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozpaliæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozpocz¹æ";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0,00236966718109628;0;0;0;0,000361315589988938;0;0
"rozpoczynaæ";0;0;0;0,000225777642166928;0,000377693741396389;0,00364502232046148;0,00292677806986132;0,000347008293709768;0;0;0;0;0;0;0,000467939148632695;0;0;0,000349023919442208;0;0,00437724534730915
"rozpoznaæ";0;0,00826446280991736;0;0;0;0,000612745098039216;0;0,000525003281270508;0;0;0;0;0;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"rozpoznawaæ";0;0;0;0,00207664545843953;0,000496275884047488;0,00106431715328812;0,00128189342742893;0,000455956318195618;0;0;0;0;0;0;0;0;0;0,000687907166006418;0;0
"rozpraszaæ";0;0;0;0;0;0;0,00171360007002757;0,000304754967172511;0;0;0;0;0;0;0;0,00107596297260767;0;0,000306525161041236;0;0
"rozprawiaæ";0;0;0;0;0;0,00407099031236196;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rozprzestrzeniaæ";0;0,0137269755987081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0;0
"rozpuszczaæ";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozrz¹d";0;0;0;0;0;0;0;0;0;0,0200510299938916;0;0,00675793973868199;0,00473523459198306;0;0;0;0;0;0;0
"rozstaj";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"rozstrzygaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"rozwa¿aæ";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0,00193767475693183;0;0;0,000722631179977876;0;0
"rozwi¹zaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rozwi¹zanie";0;0;0;0;0;0;0;0;0;0;0,0192744055927198;0;0,00947046918396611;0;0;0;0;0,000361315589988938;0;0
"rozwijaæ";0;0;0;0;0,00047456115641248;0;0;0;0,0418730432128659;0;0;0;0;0;0;0;0;0;0;0
"rozwijaj¹ca";0;0,0137269755987081;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozwój";0;0,0137269755987081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000877076724722736;0;0
"rozwœcieczyæ";0;0;0;0,000396571835164366;0;0,000711375029070883;0;0;0;0;0;0;0;0;0;0;0;0,000306525161041236;0;0,00768850362545484
"róg";0;0;0;0;0,000571428571428571;0;0;0,000262501640635254;0;0;0;0;0;0;0,00353982300884956;0,00185356811862836;0;0,000792079207920792;0;0
"równaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"równia";0;0;0;0;0,000331704013555337;0;0;0,000304754967172511;0;0;0;0;0,00401717663475322;0;0,00082192144951765;0;0;0;0;0
"równowaga";0;0;0;0;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"równoznaczny";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"równy";0;0;0;0,000396571835164366;0;0,000711375029070883;0;0,000304754967172511;0;0;0;0;0,00401717663475322;0;0;0;0;0;0;0
"ró¿a";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"ró¿niæ";0;0;0;0;0;0,000711375029070883;0;0,000304754967172511;0;0,00850523111680352;0;0,00573315578984534;0;0;0;0;0;0;0;0
"ró¿ny";0;0;0;0,00113473205632361;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ruch";0;0;0;0,000889990910759798;0,000744413826071231;0;0,00128189342742893;0;0;0;0;0,00428880393621286;0,00601026157150936;0;0,000614855077580958;0;0;0;0;0
"ruina";0;0;0;0,000567366028161804;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"ruszaæ";0,00404211611735105;0;0,00960002577870875;0,0001967554386755;0,00049371561147645;0,00176471062108617;0,000850186784830295;0,00045360405306932;0;0;0;0;0;0;0,00203894352822133;0;0;0,000760398081481881;0;0
"ruszyæ";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0;0,0012682880417823;0;0,00180657794994469;0;0
"ryba";0;0;0;0,00453892822529443;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rybak";0;0;0;0,00170209808448541;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rycerski";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0,000968837378465914;0;0;0,00108394676996681;0;0
"rycerz";0,0106285836689808;0;0,0126214431069147;0;0;0;0;0,00536730222685437;0;0;0;0;0;0,00262263752870954;0,00375292467603834;0,00210552340986528;0;0,00599830959536538;0;0
"rynek";0;0;0;0;0;0;0;0;0;0,00850523111680352;0,0218021417360316;0,0286657789492267;0,00803435326950644;0;0;0;0;0;0;0
"rysowaæ";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rytualny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rytua³";0;0;0;0;0;0;0;0,00215537387649262;0;0;0;0;0;0,00236966718109628;0,000968837378465914;0;0;0;0;0
"rywal";0;0;0;0;0,000781990169761773;0;0;0,000718457958830872;0;0;0;0;0;0;0,000968837378465914;0;0;0;0;0
"rywalizowaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"ryzyko";0;0,00959474419374943;0;0;0,000331704013555337;0;0;0;0;0;0;0;0;0;0;0;0,016886749780999;0;0,00859973368476801;0
"rzadki";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0057472804409816;0;0;0;0;0;0;0
"rz¹dziæ";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"rzecz";0;0;0;0,000341588385994876;0;0;0;0,000787504921905762;0;0;0,00469483568075117;0;0;0;0,000707964601769912;0;0;0,000264026402640264;0;0
"rzeczywisty";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0,0086283846620451;0;0;0;0;0;0
"rzeka";0,00609461611988143;0;0;0,000296663636919933;0;0;0;0,000683934477293427;0;0;0;0;0;0;0,000614855077580958;0,000804896012125211;0;0,00114651194334403;0;0
"rzek¹";0,0116558880522364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rzeŸ";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028761282206817;0,00235180750080521;0;0;0;0;0
"rzeŸnik";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"rzucaæ";0;0;0;0,00237330909535946;0,000992551768094975;0,00159647572993218;0;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0;0;0;0,000917209554675224;0;0
"rzuciæ";0;0;0;0,00102476515798463;0,000571428571428571;0;0,0014760147601476;0;0;0;0;0;0;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"saana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"saanem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"sadz";0;0;0;0,000467457829917371;0;0,000838531125663666;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"saga";0;0;0;0,00396571835164366;0,00464385618977472;0,00355687514535441;0,0188496007703033;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyan";0;0;0;0,00373966263933897;0,00703791152785596;0,00922384238230033;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyanie";0;0;0;0,000467457829917371;0,00469194101857064;0,00335412450265466;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyanin";0;0;0;0,00475886202197239;0,0132681605422135;0,0042682501744253;0,00685440028011029;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyanina";0;0;0;0,00186983131966948;0,00781990169761773;0,00419265562831833;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyaninem";0;0;0;0,000567366028161804;0,00189824462564992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"saiyañskim";0;0;0;0;0,00047456115641248;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sala";0;0;0;0,000341588385994876;0,000285714285714286;0;0;0,00210001312508203;0;0;0;0;0;0;0,00212389380530973;0;0;0,00132013201320132;0;0
"salladhora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0,00153935500226476;0;0;0;0
"salladhorem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"salon";0;0;0;0,000396571835164366;0;0;0;0;0;0;0,0109010708680158;0,00573315578984534;0,00401717663475322;0;0;0;0;0;0;0
"sam";0,00258584419005686;0;0,00614137995138505;0,00113282499530245;0,00115808879083261;0,0022578602762445;0,00108777209471027;0,00299854750218564;0,00309649409313532;0;0,00172996618348875;0;0;0;0,00234785499026402;0,00136601592987249;0;0,00136204862288144;0;0
"sama";0;0;0;0,000776040908367084;0,000432735192237074;0;0;0,00218667868501475;0;0;0;0;0;0,00131131876435477;0,00268066048288453;0;0;0,000599830959536538;0;0,00501514295638993
"sam¹";0;0;0;0;0,000390995084880887;0;0;0,000359228979415436;0;0;0;0;0;0;0,00193767475693183;0;0;0;0;0
"samego";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0,00108394676996681;0;0
"samej";0;0;0;0;0;0;0;0,000436005787490138;0;0;0,00779795327438348;0;0;0;0;0;0;0;0;0
"samemu";0;0;0;0;0;0,00167706225132733;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"sami";0;0;0;0,000296663636919933;0,000248137942023744;0;0,00128189342742893;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0;0,000804896012125211;0;0;0;0
"samo";0;0;0;0;0,000781990169761773;0,002515593376991;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"samobójstwo";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"samochód";0;0;0;0,000517360605578056;0,000865470384474148;0;0,00111776617921015;0;0;0,011095774159925;0,0106660082593645;0,0186984342324662;0,0052407376222483;0;0;0;0;0;0;0
"samodzielny";0;0;0;0;0,00047456115641248;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"samolot";0;0;0;0,000467457829917371;0,00117298525464266;0;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"samotnia";0;0;0;0;0;0,000711375029070883;0;0,000304754967172511;0;0;0;0;0;0;0;0;0;0,000613050322082472;0;0,00768850362545484
"samozniszczenie";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"samwell";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"samym";0;0;0;0,000225777642166928;0,000566540612094584;0,00202501240025638;0,000975592689953773;0,000694016587419537;0;0;0;0;0;0;0,000467939148632695;0,00122514188590117;0;0,000698047838884416;0;0
"sandor";0;0;0;0;0;0;0;0,00213328477020758;0;0;0;0;0;0;0,0065753715961412;0,00215192594521535;0;0,00153262580520618;0;0
"sandora";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"sandorowi";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0;0,0012682880417823;0;0,000722631179977876;0;0
"sanitarny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0120797385268631;0;0,0123034373884717;0
"sansa";0;0;0;0;0;0;0;0,00792362914648529;0;0;0;0;0;0;0,0049315286971059;0,0118355926986844;0;0,00521092773770101;0;0
"sans¹";0;0;0;0;0;0;0;0,000304754967172511;0;0;0;0;0;0;0,00246576434855295;0,00107596297260767;0;0,000306525161041236;0;0
"sansê";0;0;0;0;0;0;0;0,00251460285590805;0;0;0;0;0;0;0,00193767475693183;0;0;0,0028905247199115;0;0
"sansie";0;0;0;0;0;0;0;0,00287383183532349;0;0;0;0;0;0;0,00484418689232957;0;0;0,00180657794994469;0;0
"sansy";0;0;0;0;0;0;0;0,00243803973738009;0;0;0;0;0;0;0,0049315286971059;0,00215192594521535;0;0,00122610064416494;0;0
"satan";0;0;0;0,00981661442826479;0,00703791152785596;0,005031186753982;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"satana";0;0;0;0,00841424093851268;0,00234597050928532;0,0109009046336277;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"satanem";0;0;0;0,00113473205632361;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"satanowi";0;0;0;0,00283683014080902;0;0,00305324273427147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"s¹d";0;0;0;0;0;0;0;0,000718457958830872;0;0;0;0;0;0;0,00387534951386365;0,0025365760835646;0;0;0;0
"s¹siadowaæ";0;0;0;0;0;0;0;0;0;0;0;0,00820229159231447;0;0,0028761282206817;0;0;0;0;0;0
"s¹siedni";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0;0,0028761282206817;0;0;0;0;0;0
"scaliæ";0;0;0;0,00170209808448541;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"scena";0;0;0;0,000396571835164366;0,000331704013555337;0;0;0,000609509934345022;0;0;0;0;0;0;0;0;0;0;0;0,00768850362545484
"schowaæ";0;0;0;0;0;0,00101774757809049;0;0;0;0;0;0;0,0057472804409816;0;0;0;0;0;0;0
"schronienie";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"schwytaæ";0,00609461611988143;0;0;0;0;0;0;0,000455956318195618;0;0;0;0;0;0;0,000614855077580958;0,00241468803637563;0;0,000229302388668806;0;0,00575154170253711
"scoiatael";0,00960338804970599;0;0,0228080466180517;0;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0
"seats";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0057472804409816;0;0;0;0;0;0;0
"sedan";0;0;0;0;0;0;0;0;0;0,0510313867008211;0,0163516063020237;0,00573315578984534;0,0200858831737661;0;0;0;0;0;0;0
"selmy";0;0;0;0;0;0;0;0,00143691591766174;0;0;0;0;0;0;0,000968837378465914;0;0;0,000361315589988938;0;0
"selmy’ego";0;0;0;0;0;0;0;0,00107768693824631;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"sen";0;0;0;0;0,00148882765214246;0;0;0,00136786895458685;0;0;0;0;0;0,00150386631529542;0,00184456523274287;0,000804896012125211;0;0,0038981406073697;0;0
"senior";0;0;0;0;0;0;0;0,000359228979415436;0;0;0;0;0;0;0;0,0012682880417823;0;0,000361315589988938;0;0
"senny";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"senzu";0;0;0;0;0,00390995084880887;0,005031186753982;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"sepcie";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0;0,0016438428990353;0,00107596297260767;0;0,000919575483123708;0;0
"septu";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,0013156150870841;0;0
"septy";0;0;0;0;0;0;0;0,00174402314996055;0;0;0;0;0;0;0,00117590375040261;0;0;0;0;0
"ser";0;0;0;0;0;0;0;0,0140187284899355;0;0;0;0;0;0;0,0106849788437295;0,00215192594521535;0;0,0171654090183092;0;0
"serce";0;0;0;0,0001967554386755;0,00049371561147645;0,000352942124217233;0,000850186784830295;0,000302402702046213;0;0;0;0;0,00199308493675614;0;0,000407788705644265;0,0010676581032855;0;0,000760398081481881;0;0
"serdeczny";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"seria";0;0,0125171336597501;0;0,00155208181673417;0,000432735192237074;0,00185609457454627;0,00223553235842031;0;0;0;0;0;0;0,00131131876435477;0;0;0;0,000199943653178846;0;0
"serial";0;0;0;0;0,000781990169761773;0,000838531125663666;0,00403980161500547;0;0;0;0;0;0;0;0;0;0;0;0;0
"serwis";0;0;0;0;0;0;0;0;0;0;0,00779795327438348;0;0,0114945608819632;0;0;0;0;0;0;0
"setka";0;0;0;0;0;0;0;0,00215537387649262;0;0;0;0;0;0;0,000968837378465914;0;0;0,00108394676996681;0;0
"sêdziwy";0;0;0;0;0;0;0;0,00130801736247041;0;0;0;0;0;0;0;0,00153935500226476;0;0;0;0
"shae";0;0;0;0;0;0;0;0,000609509934345022;0;0;0;0;0;0;0,0016438428990353;0,00107596297260767;0;0,00398482709353607;0;0
"shagga";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"sheeren";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000877076724722736;0;0
"shen";0;0;0;0;0,000390995084880887;0,000838531125663666;0,00605970242250821;0;0;0;0;0;0;0;0;0;0;0;0;0
"shén";0;0;0;0,000934915659834742;0,00156398033952355;0;0,00201990080750274;0;0;0;0;0;0;0;0;0;0;0;0;0
"shina";0;0;0;0;0,00047456115641248;0,00203549515618098;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"shinem";0;0;0;0;0,00047456115641248;0,00101774757809049;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"shireen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000438538362361368;0;0
"shirrú";0;0;0,0138413670620307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0439990476144021
"siadaæ";0;0;0;0,00113473205632361;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"siatka";0;0;0;0;0,000949122312824961;0;0;0;0;0;0;0;0;0;0,00235180750080521;0;0;0;0;0
"siebie";0;0;0;0,000590266316026499;0,0009874312229529;0,00141176849686893;0,00170037356966059;0,00090720810613864;0;0;0;0;0;0,00099740527571;0,0012233661169328;0,000533829051642748;0;0,00136871654666739;0;0
"siedem";0;0;0;0;0,000285714285714286;0;0,0014760147601476;0,000262501640635254;0;0;0;0;0;0;0;0,00092678405931418;0;0,000264026402640264;0;0
"siedemnastka";0;0;0;0,00186983131966948;0,00508293610345153;0,000838531125663666;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"siedemnasty";0;0;0;0,000567366028161804;0,00189824462564992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"siedmiu";0;0;0;0;0;0;0;0,000872011574980276;0;0;0;0;0;0;0;0;0;0,00263123017416821;0;0
"siedz¹c";0;0;0;0,000567366028161804;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"siedz¹cy";0;0;0;0;0,00047456115641248;0;0;0;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"siedziba";0;0;0;0,0001967554386755;0;0,000705884248434467;0,000850186784830295;0,00045360405306932;0;0;0;0;0;0,00099740527571;0,000407788705644265;0,0010676581032855;0;0,000152079616296376;0;0,00381457977961937
"siedzieæ";0;0;0;0,000467457829917371;0,000390995084880887;0;0;0,000718457958830872;0;0;0;0;0;0;0;0;0;0;0;0
"siedzisko";0;0;0;0;0;0;0;0;0;0,0100255149969458;0,00642480186423992;0;0,00473523459198306;0;0;0;0;0;0;0
"siêgaæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"siêgn¹æ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"silniejszy";0;0;0;0,000889990910759798;0,00198510353618995;0,00266079288322029;0,00128189342742893;0,000227978159097809;0;0;0;0;0;0,00150386631529542;0;0;0;0;0;0
"silnik";0;0;0;0,000341588385994876;0;0;0;0;0;0,0586080586080586;0,0187793427230047;0,0444444444444444;0,0173010380622837;0;0;0;0;0;0;0
"silny";0;0;0;0,000393510877350999;0,00049371561147645;0,000705884248434467;0,000850186784830295;0;0;0;0;0;0;0,00099740527571;0,000407788705644265;0,000533829051642748;0;0,000152079616296376;0;0,00381457977961937
"si³a";0;0;0;0,0017707989480795;0,00279772179836655;0,00352942124217233;0,00255056035449089;0,00090720810613864;0;0;0;0;0;0,00199481055142;0,000815577411288531;0,000533829051642748;0;0,00121663693037101;0;0
"siostra";0;0;0;0,000258680302789028;0,000865470384474148;0;0,00111776617921015;0,0025842566277447;0;0;0;0;0;0;0,00268066048288453;0,00210552340986528;0;0,00419881671675577;0;0
"siódmy";0;0;0;0;0,00332192809488736;0;0;0;0;0,0243364695596144;0;0;0;0;0;0;0;0;0;0
"skakaæ";0;0;0;0,000567366028161804;0,00142368346923744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skala";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00153935500226476;0;0,000877076724722736;0;0
"ska³a";0;0;0;0,000889990910759798;0,000496275884047488;0,000532158576644058;0;0;0;0;0;0;0;0;0,000614855077580958;0,000804896012125211;0;0,000687907166006418;0;0
"skar¿yæ";0;0;0;0;0;0;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0,000438538362361368;0;0
"skazaæ";0;0;0;0;0;0;0;0,000914264901517533;0;0;0;0;0,00401717663475322;0;0,0016438428990353;0,0043038518904307;0;0;0;0
"sk¹d";0;0;0;0;0,000331704013555337;0;0,00171360007002757;0;0;0;0;0;0;0,00402065470976167;0;0;0;0,000306525161041236;0;0
"skierowaæ";0;0;0;0;0,000331704013555337;0;0;0,000304754967172511;0;0;0;0;0,00401717663475322;0;0;0;0;0,000306525161041236;0;0
"skierowanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00117590375040261;0;0;0,000438538362361368;0;0
"sklep";0;0;0;0,00170209808448541;0,00142368346923744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"sk³ad";0;0;0;0;0;0,00101774757809049;0;0,000436005787490138;0;0;0;0;0;0;0;0;0;0;0;0
"sk³adaæ";0;0;0,00631072155345733;0;0,000432735192237074;0;0,00223553235842031;0,000993944856824884;0;0;0,00355533608645483;0;0;0;0,00160839628973072;0;0;0,000599830959536538;0;0
"sk³aniaæ";0;0;0;0;0,000390995084880887;0;0;0;0;0;0;0;0;0;0,000968837378465914;0;0;0,000722631179977876;0;0
"skoncentrowaæ";0,0116558880522364;0;0;0;0,000949122312824961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
